Title,Views,Upload Date,Likes,Comments,Hashtags,Duration_min,Duration_Category,Trending_Hashtags_Count,Has_Trending_Hashtags,Upload_Year,Like_Ratio,Comment_Ratio,Engagement_Score,Title_Length,Title_Word_Count,Title_Has_Question
HTML Tutorial for Beginners: HTML Crash Course,9600000,4 years ago,216000,5749,#HTML #WebDevelopment #Coding,69.57,60m+,0,False,2021,0.0225,0.0005988541666666667,1.1549427083333332,46,7,False
5 Front-end Development Skills to Land Your First Job,1500000,4 years ago,66000,1114,,9.03,5-10m,0,False,2021,0.044,0.0007426666666666666,2.237133333333333,53,9,False
"Learn Web Development and Make $78,000/y",229000,4 years ago,11000,513,,5.25,5-10m,0,False,2021,0.048034934497816595,0.002240174672489083,2.5137554585152837,40,6,False
Mosh's Christmas Gift to You!,85000,4 years ago,2600,265,,0.63,<1m,0,False,2021,0.03058823529411765,0.0031176470588235292,1.685294117647059,29,5,False
What is Git? Explained in 2 Minutes!,651000,4 years ago,23000,404,#Git,2.67,1-5m,0,False,2021,0.03533026113671275,0.0006205837173579109,1.7975422427035328,36,7,True
Python Machine Learning Tutorial (Data Science),3100000,4 years ago,71000,1933,#Python #AI #MachineLearning,49.72,30-60m,2,True,2021,0.022903225806451613,0.0006235483870967742,1.1763387096774194,47,6,False
Python for Beginners - Learn Coding with Python in 1 Hour,21000000,4 years ago,497000,24816,#Python #AI #MachineLearning #WebDevelopment,60.1,60m+,2,True,2021,0.023666666666666666,0.0011817142857142857,1.2424190476190475,57,11,False
Git Tutorial for Beginners: Learn Git in 1 Hour,2800000,4 years ago,53000,1434,#git #devops #coding #softwaredevelopment,69.22,60m+,0,False,2021,0.01892857142857143,0.0005121428571428572,0.9720357142857143,47,9,False
Flutter vs React Native - Will Flutter Kill React Native?,418000,4 years ago,11000,952,,4.83,1-5m,0,False,2021,0.02631578947368421,0.002277511961722488,1.4296650717703347,57,10,True
What Is React Native & Why Is It So Popular?,260000,4 years ago,7900,250,,4.85,1-5m,0,False,2021,0.030384615384615385,0.0009615384615384616,1.5673076923076923,44,10,True
Insertion Sort Algorithm Made Simple [Sorting Algorithms],324000,4 years ago,6600,172,,8.43,5-10m,0,False,2021,0.020370370370370372,0.0005308641975308642,1.0450617283950618,57,7,False
Bubble Sort in Plain English,176000,4 years ago,4300,172,,11.58,10-30m,0,False,2021,0.024431818181818183,0.0009772727272727272,1.2704545454545455,28,5,False
React Native Tutorial for Beginners - Build a React Native App,3400000,4 years ago,52000,2030,#reactnative #reactjs #javascript #coding #programming,126.5,60m+,0,False,2021,0.015294117647058824,0.0005970588235294118,0.7945588235294119,62,11,False
Redux Tutorial - Learn Redux from Scratch,1100000,4 years ago,24000,1032,,94.88,60m+,0,False,2021,0.02181818181818182,0.0009381818181818181,1.137818181818182,41,7,False
Top Programming Languages in 2020,1100000,5 years ago,28000,1575,,8.13,5-10m,0,False,2020,0.025454545454545455,0.0014318181818181819,1.3443181818181817,33,5,False
Design Patterns in Plain English | Mosh Hamedani,1400000,5 years ago,28000,632,#coding #designpatterns,80.02,60m+,0,False,2020,0.02,0.00045142857142857143,1.0225714285714285,48,8,False
Why I Left My Job as a Senior Software Engineer,479000,5 years ago,25000,1720,,2.5,1-5m,0,False,2020,0.05219206680584551,0.0035908141962421713,2.789144050104384,47,10,False
Jingle Bells Piano (Jazz) | Christmas Music,29000,5 years ago,1200,79,,1.28,1-5m,0,False,2020,0.041379310344827586,0.0027241379310344828,2.2051724137931035,43,7,False
Mosh's Christmas Present to You (2019),154000,5 years ago,2900,204,,1.55,1-5m,0,False,2020,0.01883116883116883,0.0013246753246753246,1.0077922077922077,38,6,False
Data Structures and Algorithms for Beginners,1900000,5 years ago,40000,733,#ComputerScience #Coding #Programming,78.72,60m+,0,False,2020,0.021052631578947368,0.00038578947368421055,1.071921052631579,44,6,False
New Course: Data Structures & Algorithms [Part 2],39000,5 years ago,836,111,,2.67,1-5m,0,False,2020,0.021435897435897435,0.0028461538461538463,1.214102564102564,49,8,False
New Course: Data Structures and Algorithms Course,84000,5 years ago,2600,268,,2.53,1-5m,0,False,2020,0.030952380952380953,0.0031904761904761906,1.7071428571428573,49,7,False
Java Full Course for Beginners,12000000,5 years ago,282000,8345,#Java #ComputerScience #Coding,150.8,60m+,0,False,2020,0.0235,0.0006954166666666667,1.2097708333333335,30,5,False
React vs Angular vs Vue: What to Choose for Your Next Project,195000,5 years ago,5200,351,#React #Angular #Vue,11.67,10-30m,0,False,2020,0.02666666666666667,0.0018,1.4233333333333336,61,12,False
React vs Angular vs Vue: What to Learn to Get a Front-end Job,459000,5 years ago,7800,337,#React #Angular #Vue,7.65,5-10m,0,False,2020,0.01699346405228758,0.0007342047930283224,0.8863834422657952,61,13,False
SQL Course for Beginners [Full Course],12000000,6 years ago,267000,9677,#programming #coding,190.32,60m+,0,False,2019,0.02225,0.0008064166666666667,1.1528208333333334,38,6,False
Python Full Course for Beginners,44000000,6 years ago,1100000,59735,#Python #AI #MachineLearning #WebDevelopment,374.12,60m+,2,True,2019,0.025,0.0013576136363636364,1.3178806818181819,32,5,False
How to Learn to Code and Make $60k+ a Year,2300000,6 years ago,96000,5939,,9.78,5-10m,0,False,2019,0.04173913043478261,0.002582173913043478,2.216065217391305,42,10,False
Mosh's Xmas Present 2018,69000,6 years ago,1800,198,,1.07,1-5m,0,False,2019,0.02608695652173913,0.0028695652173913043,1.4478260869565218,24,4,False
Python Practice - Interview Question - Fizz Buzz | Mosh,98000,6 years ago,1800,115,,6.25,5-10m,0,False,2019,0.018367346938775512,0.001173469387755102,0.9770408163265307,55,10,False
How to Sort Lists in Python - Python Tutorial for Absolute Beginners | Mosh,110000,6 years ago,1700,27,,6.9,5-10m,0,False,2019,0.015454545454545455,0.00024545454545454545,0.785,75,14,False
Map and Filter Functions in Python - Python Tutorial for Absolute Beginners | Mosh,65000,6 years ago,1200,26,,5.98,5-10m,0,False,2019,0.018461538461538463,0.0004,0.9430769230769231,82,14,False
What are Sets in Python? Python Tutorial for Absolute Beginners | Mosh,100000,6 years ago,2100,48,,4.52,1-5m,0,False,2019,0.021,0.00048,1.074,70,12,True
Mosh's Black Friday Sales (2018),233000,6 years ago,841,107,,0.93,<1m,0,False,2019,0.003609442060085837,0.0004592274678111588,0.20343347639484977,32,5,False
Python Stacks - Python Tutorial for Absolute Beginners | Mosh,161000,6 years ago,2800,64,,4.85,1-5m,0,False,2019,0.017391304347826087,0.00039751552795031056,0.8894409937888198,61,10,False
Python Variables - Python Tutorial for Beginners with Examples | Mosh,212000,6 years ago,3300,76,,6.6,5-10m,0,False,2019,0.015566037735849057,0.0003584905660377358,0.7962264150943397,69,11,False
How to Use Strings in Python - Python Tutorial for Beginners,261000,6 years ago,4300,90,,16.77,10-30m,0,False,2019,0.016475095785440614,0.0003448275862068965,0.8409961685823756,60,11,False
How to Use Lists in Python,351000,6 years ago,6300,108,,18.82,10-30m,0,False,2019,0.017948717948717947,0.0003076923076923077,0.9128205128205127,26,6,False
Control Flow in Python - If Elif Else Statements,326000,6 years ago,5700,169,,16.13,10-30m,0,False,2019,0.017484662576687116,0.0005184049079754601,0.9001533742331288,48,9,False
Python Functions | Python Tutorial for Absolute Beginners #1,1000000,6 years ago,18000,426,,30.57,30-60m,0,False,2019,0.018,0.000426,0.9212999999999999,60,9,False
Python For Loops - Python Tutorial for Absolute Beginners,680000,6 years ago,11000,312,,14.7,10-30m,0,False,2019,0.016176470588235296,0.0004588235294117647,0.8317647058823531,57,9,False
Python Exercises for Beginners - Exercise #1,367000,6 years ago,5200,211,,2.3,1-5m,0,False,2019,0.014168937329700272,0.0005749318801089919,0.7371934604904631,44,7,False
How to Loop over Lists in Python,154000,6 years ago,1600,35,,3.35,1-5m,0,False,2019,0.01038961038961039,0.00022727272727272727,0.5308441558441558,32,7,False
Stop Wasting Your Time and Money at Universities!,1100000,6 years ago,8500,887,,2.78,1-5m,0,False,2019,0.007727272727272728,0.0008063636363636363,0.42668181818181816,49,8,False
What is Python? Why Python is So Popular?,2000000,6 years ago,66000,887,,4.12,1-5m,0,False,2019,0.033,0.0004435,1.6721750000000002,41,8,True
Learn Python Programming - Python Course,1000000,6 years ago,16000,714,,108.08,60m+,0,False,2019,0.016,0.000714,0.8357,40,6,False
Python Tutorials for Beginners - Learn Python Online,1100000,6 years ago,20000,857,,145.9,60m+,0,False,2019,0.01818181818181818,0.0007790909090909091,0.9480454545454545,52,8,False
React JS - React Tutorial for Beginners,6200000,6 years ago,93000,4997,#react #webdevelopment #programming,145.45,60m+,0,False,2019,0.015,0.0008059677419354839,0.7902983870967741,39,7,False
ES6 Tutorial: Learn Modern JavaScript in 1 Hour,1000000,6 years ago,21000,666,,50.08,30-60m,0,False,2019,0.021,0.000666,1.0833000000000002,47,8,False
What Is React (React js) & Why Is It So Popular?,899000,6 years ago,17000,248,,4.55,1-5m,0,False,2019,0.018909899888765295,0.00027586206896551725,0.9592880978865407,48,11,True
My Brand New JavaScript Course,44000,6 years ago,473,22,,1.73,1-5m,0,False,2019,0.01075,0.0005,0.5625,30,5,False
JavaScript Bitwise Operators,105000,6 years ago,2600,83,,9.43,5-10m,0,False,2019,0.024761904761904763,0.0007904761904761905,1.2776190476190477,28,3,False
JavaScript Let vs Var vs Constant | Mosh,300000,6 years ago,6200,189,,6.85,5-10m,0,False,2019,0.020666666666666667,0.00063,1.0648333333333333,40,8,False
JavaScript Array Reduce,348000,6 years ago,8800,376,,7.7,5-10m,0,False,2019,0.02528735632183908,0.0010804597701149425,1.318390804597701,23,3,False
JavaScript Array Map,371000,6 years ago,4900,97,,8.77,5-10m,0,False,2019,0.013207547169811321,0.000261455525606469,0.6734501347708896,20,3,False
JavaScript Array Filter,196000,6 years ago,3000,69,,3.75,1-5m,0,False,2019,0.015306122448979591,0.0003520408163265306,0.7829081632653061,23,3,False
JavaScript Template Literals,135000,6 years ago,2600,81,,5.85,5-10m,0,False,2019,0.01925925925925926,0.0006,0.992962962962963,28,3,False
JavaScript Strings,142000,6 years ago,1600,21,,7.4,5-10m,0,False,2019,0.011267605633802818,0.00014788732394366196,0.570774647887324,18,2,False
JavaScript this Keyword,479000,6 years ago,11000,545,,8.35,5-10m,0,False,2019,0.022964509394572025,0.0011377870563674321,1.2051148225469728,23,3,False
JavaScript Cloning an Object,89000,6 years ago,1300,36,,5.33,5-10m,0,False,2019,0.014606741573033709,0.0004044943820224719,0.750561797752809,28,4,False
JavaScript Scope (Local vs Global),62000,6 years ago,1100,32,,5.72,5-10m,0,False,2019,0.017741935483870968,0.0005161290322580645,0.9129032258064516,34,5,False
JavaScript Value vs Reference Types,105000,6 years ago,2300,68,,6.8,5-10m,0,False,2019,0.021904761904761906,0.0006476190476190476,1.1276190476190477,35,5,False
JavaScript Functions,463000,6 years ago,7800,178,,5.63,5-10m,0,False,2019,0.016846652267818573,0.00038444924406047515,0.8615550755939524,20,2,False
JavaScript Getters and Setters | Mosh,251000,6 years ago,6500,271,,6.62,5-10m,0,False,2019,0.025896414342629483,0.0010796812749003983,1.348804780876494,37,6,False
JavaScript Arrays,313000,6 years ago,3500,70,,5.27,5-10m,0,False,2019,0.011182108626198083,0.00022364217252396167,0.5702875399361022,17,2,False
JavaScript Loops,451000,6 years ago,8200,245,,6.82,5-10m,0,False,2019,0.01818181818181818,0.0005432372505543237,0.9362527716186253,16,2,False
JavaScript Constructor Functions,258000,6 years ago,4400,124,,6.78,5-10m,0,False,2019,0.017054263565891473,0.0004806201550387597,0.8767441860465116,32,3,False
JavaScript Factory Functions,162000,6 years ago,2300,53,,6.72,5-10m,0,False,2019,0.014197530864197531,0.0003271604938271605,0.7262345679012346,28,3,False
JavaScript if else (tutorial),365000,6 years ago,4700,102,,6.37,5-10m,0,False,2019,0.012876712328767123,0.00027945205479452056,0.6578082191780822,29,4,False
What is JavaScript?,875000,6 years ago,12000,131,,5.2,5-10m,0,False,2019,0.013714285714285714,0.0001497142857142857,0.6932,19,3,True
JavaScript Course for Beginners – Your First Step to Web Development,13000000,6 years ago,239000,7329,#coding #javascript #webdevelopment,48.28,30-60m,0,False,2019,0.018384615384615385,0.0005637692307692308,0.9474192307692307,68,11,False
Object-oriented Programming in JavaScript: Made Super Simple | Mosh,2000000,7 years ago,43000,1033,,62.82,60m+,0,False,2018,0.0215,0.0005165,1.100825,67,9,False
"Object-Oriented Programming, Simplified",4300000,7 years ago,106000,1469,,7.57,5-10m,0,False,2018,0.024651162790697675,0.0003416279069767442,1.2496395348837208,39,3,False
How to build a REST API with Node js & Express,1800000,7 years ago,29000,935,,58.67,30-60m,0,False,2018,0.01611111111111111,0.0005194444444444444,0.8315277777777778,46,11,False
Node.js Tutorial for Beginners: Learn Node in 1 Hour,6100000,7 years ago,96000,2642,#nodejs #javascript #coding,78.27,60m+,0,False,2018,0.015737704918032787,0.00043311475409836065,0.8085409836065574,52,9,False
HTTP Module in Node.js,96000,7 years ago,1300,24,,8.13,5-10m,0,False,2018,0.013541666666666667,0.00025,0.6895833333333333,22,4,False
Extending the Event Emitter,40000,7 years ago,645,25,,8.75,5-10m,0,False,2018,0.016125,0.000625,0.8375,27,4,False
Event Arguments,24000,7 years ago,301,10,,3.87,1-5m,0,False,2018,0.012541666666666666,0.0004166666666666667,0.6479166666666667,15,2,False
Events and Event Emitter in Node.js,130000,7 years ago,2700,92,,7.02,5-10m,0,False,2018,0.02076923076923077,0.0007076923076923077,1.073846153846154,35,6,False
OS Module in Node.js,27000,7 years ago,301,9,,5.02,5-10m,0,False,2018,0.011148148148148148,0.0003333333333333333,0.5740740740740742,20,4,False
Path Module in Node.js,60000,7 years ago,578,7,,4.85,1-5m,0,False,2018,0.009633333333333334,0.00011666666666666667,0.48750000000000004,22,4,False
Module Wrapper Function,45000,7 years ago,440,6,,5.38,5-10m,0,False,2018,0.009777777777777778,0.00013333333333333334,0.4955555555555555,23,3,False
Loading (Requiring) a Module in Node.js,37000,7 years ago,421,11,,6.08,5-10m,0,False,2018,0.011378378378378379,0.0002972972972972973,0.5837837837837838,39,6,False
Creating a Module in Node.js,80000,7 years ago,795,17,,5.43,5-10m,0,False,2018,0.0099375,0.0002125,0.5075000000000001,28,5,False
Modules in Node.js,82000,7 years ago,929,9,,4.32,1-5m,0,False,2018,0.011329268292682926,0.00010975609756097561,0.5719512195121951,18,3,False
Globals in Node.js,56000,7 years ago,543,13,,4.07,1-5m,0,False,2018,0.009696428571428571,0.00023214285714285714,0.49642857142857144,18,3,False
Your First Node App,55000,7 years ago,483,14,,3.05,1-5m,0,False,2018,0.008781818181818182,0.00025454545454545456,0.45181818181818184,19,4,False
Installing Node.js,77000,7 years ago,519,19,,3.23,1-5m,0,False,2018,0.00674025974025974,0.00024675324675324674,0.3493506493506493,18,2,False
How Node.js Works | Mosh,352000,7 years ago,6500,136,,5.12,5-10m,0,False,2018,0.018465909090909092,0.00038636363636363635,0.9426136363636364,24,5,False
Node.js Architecture | Mosh,169000,7 years ago,2400,43,,3.75,1-5m,0,False,2018,0.014201183431952662,0.0002544378698224852,0.7227810650887574,27,4,False
What is Node js?,921000,7 years ago,12000,150,,3.72,1-5m,0,False,2018,0.013029315960912053,0.00016286644951140066,0.6596091205211727,16,4,True
What is a REST API?,797000,7 years ago,18000,287,,6.08,5-10m,0,False,2018,0.02258469259723965,0.0003601003764115433,1.1472396486825596,19,5,True
$50 All-Access Mosh in 2018,128000,7 years ago,1000,220,,0.95,<1m,0,False,2018,0.0078125,0.00171875,0.4765625,27,5,False
What is MVVM (Model-View-ViewModel) Pattern?,338000,7 years ago,2600,108,,10.13,10-30m,0,False,2018,0.007692307692307693,0.00031952662721893493,0.40059171597633136,44,5,True
C# Access Modifiers: What They Are and Why We Need Them,115000,7 years ago,1500,34,,11.28,10-30m,0,False,2018,0.013043478260869565,0.00029565217391304345,0.6669565217391304,55,11,False
C# Interfaces Explained in Simple Terms | Mosh,255000,7 years ago,2400,97,,5.07,5-10m,0,False,2018,0.009411764705882352,0.0003803921568627451,0.48960784313725486,46,8,False
C# Methods Tutorial | Mosh,122000,7 years ago,1300,46,,24.48,10-30m,0,False,2018,0.010655737704918032,0.00037704918032786886,0.551639344262295,26,5,False
C# Fields Tutorial,82000,7 years ago,928,13,,9.85,5-10m,0,False,2018,0.011317073170731707,0.00015853658536585366,0.573780487804878,18,3,False
C# Constructors Tutorial | Mosh,248000,7 years ago,4000,159,,23.4,10-30m,0,False,2018,0.016129032258064516,0.0006411290322580645,0.838508064516129,31,5,False
C# Object Initializers Tutorial,74000,7 years ago,840,21,,2.82,1-5m,0,False,2018,0.011351351351351352,0.00028378378378378377,0.5817567567567568,31,4,False
C# Classes Tutorial | Mosh,297000,7 years ago,3700,118,,14.42,10-30m,0,False,2018,0.012457912457912458,0.0003973063973063973,0.6427609427609426,26,5,False
Unit Testing C# Code - Tutorial for Beginners,626000,7 years ago,8400,235,,44.93,30-60m,0,False,2018,0.0134185303514377,0.00037539936102236424,0.6896964856230032,45,8,False
[NEW COURSE] Unit Testing for C# Developers,11000,7 years ago,97,18,,1.85,1-5m,0,False,2018,0.008818181818181819,0.0016363636363636363,0.5227272727272727,43,7,False
Angular 4 in 40 Minutes,30000,7 years ago,487,21,,39.65,30-60m,0,False,2018,0.016233333333333332,0.0007,0.8466666666666667,23,5,False
Routing and Navigation in Angular | Mosh,286000,7 years ago,3800,102,,24.53,10-30m,0,False,2018,0.013286713286713287,0.00035664335664335663,0.6821678321678322,40,7,False
Directives in Angular Applications,184000,7 years ago,2500,71,,25.22,10-30m,0,False,2018,0.01358695652173913,0.0003858695652173913,0.6986413043478261,34,4,False
Building Forms in Angular Apps | Mosh,421000,7 years ago,5900,196,,25.07,10-30m,0,False,2018,0.014014251781472684,0.0004655581947743468,0.7239904988123516,37,7,False
Deploying Angular Applications | Mosh,127000,7 years ago,1800,51,,27.12,10-30m,0,False,2018,0.014173228346456693,0.0004015748031496063,0.728740157480315,37,5,False
Firebase in Angular Applications | Mosh,145000,7 years ago,2300,141,,26.88,10-30m,0,False,2018,0.015862068965517243,0.0009724137931034482,0.8417241379310345,39,6,False
